SampleTime,Accel_x,Accel_y,Accel_z,Gyro_x,Gyro_y,Gyro_z,Magneto_x,Magneto_y,Magneto_z
7.900000,954.000000,0.000000,-264.000000,8.000000,-7.000000,-15.000000,-333.000000,-1476.000000,792.000000
7.950000,952.000000,0.000000,-264.000000,8.000000,-6.000000,-15.000000,-337.000000,-1480.000000,798.000000
8.000000,953.000000,0.000000,-264.000000,7.000000,-7.000000,-16.000000,-330.000000,-1480.000000,798.000000
8.050000,951.000000,0.000000,-263.000000,7.000000,-6.000000,-16.000000,-333.000000,-1477.000000,793.000000
8.100000,954.000000,1.000000,-263.000000,7.000000,-7.000000,-16.000000,-336.000000,-1477.000000,799.000000
8.150000,956.000000,1.000000,-264.000000,7.000000,-7.000000,-15.000000,-342.000000,-1479.000000,799.000000
8.200000,954.000000,0.000000,-265.000000,8.000000,-7.000000,-15.000000,-333.000000,-1479.000000,795.000000
8.250000,953.000000,0.000000,-263.000000,7.000000,-7.000000,-15.000000,-340.000000,-1477.000000,799.000000
8.300000,953.000000,0.000000,-264.000000,7.000000,-7.000000,-16.000000,-334.000000,-1474.000000,795.000000
8.350000,953.000000,1.000000,-263.000000,8.000000,-7.000000,-16.000000,-339.000000,-1477.000000,790.000000
8.400000,955.000000,0.000000,-263.000000,7.000000,-7.000000,-15.000000,-322.000000,-1483.000000,801.000000
8.450000,950.000000,0.000000,-266.000000,7.000000,-8.000000,-15.000000,-342.000000,-1473.000000,790.000000
8.500000,951.000000,0.000000,-262.000000,7.000000,-6.000000,-15.000000,-328.000000,-1477.000000,796.000000
8.550000,953.000000,1.000000,-264.000000,7.000000,-6.000000,-16.000000,-334.000000,-1480.000000,795.000000
8.600000,953.000000,0.000000,-264.000000,7.000000,-7.000000,-16.000000,-340.000000,-1482.000000,798.000000
8.650000,952.000000,0.000000,-262.000000,7.000000,-7.000000,-15.000000,-333.000000,-1489.000000,793.000000
8.700000,952.000000,0.000000,-263.000000,7.000000,-7.000000,-15.000000,-339.000000,-1479.000000,807.000000
8.750000,955.000000,1.000000,-262.000000,7.000000,-7.000000,-15.000000,-337.000000,-1480.000000,792.000000
8.800000,953.000000,0.000000,-265.000000,7.000000,-7.000000,-15.000000,-333.000000,-1479.000000,792.000000
8.850000,953.000000,0.000000,-263.000000,7.000000,-6.000000,-15.000000,-336.000000,-1482.000000,804.000000
8.900000,938.000000,0.000000,-266.000000,7.000000,-8.000000,-16.000000,-339.000000,-1479.000000,796.000000
8.950000,950.000000,5.000000,-256.000000,6.000000,-9.000000,-18.000000,-336.000000,-1471.000000,793.000000
9.000000,953.000000,1.000000,-264.000000,9.000000,-9.000000,-14.000000,-330.000000,-1476.000000,799.000000
9.050000,953.000000,-1.000000,-262.000000,8.000000,-7.000000,-14.000000,-337.000000,-1477.000000,795.000000
9.100000,951.000000,2.000000,-263.000000,7.000000,-9.000000,-16.000000,-324.000000,-1474.000000,804.000000
9.150000,952.000000,0.000000,-262.000000,8.000000,-5.000000,-16.000000,-339.000000,-1479.000000,799.000000
9.200000,952.000000,1.000000,-263.000000,7.000000,-7.000000,-16.000000,-346.000000,-1476.000000,795.000000
9.250000,952.000000,1.000000,-262.000000,8.000000,-9.000000,-15.000000,-339.000000,-1474.000000,804.000000
9.300000,954.000000,0.000000,-262.000000,7.000000,-7.000000,-15.000000,-333.000000,-1479.000000,802.000000
9.350000,955.000000,0.000000,-266.000000,8.000000,-8.000000,-15.000000,-333.000000,-1480.000000,795.000000
9.400000,953.000000,0.000000,-264.000000,8.000000,-7.000000,-14.000000,-334.000000,-1479.000000,792.000000
9.450000,954.000000,0.000000,-263.000000,7.000000,-7.000000,-15.000000,-339.000000,-1474.000000,793.000000
9.500000,955.000000,0.000000,-265.000000,8.000000,-8.000000,-14.000000,-337.000000,-1477.000000,798.000000
9.550000,952.000000,0.000000,-263.000000,7.000000,-7.000000,-14.000000,-337.000000,-1474.000000,798.000000
9.600000,953.000000,0.000000,-265.000000,7.000000,-8.000000,-15.000000,-333.000000,-1485.000000,798.000000
9.650000,955.000000,0.000000,-266.000000,8.000000,-10.000000,-14.000000,-343.000000,-1480.000000,799.000000
9.700000,954.000000,0.000000,-265.000000,9.000000,-8.000000,-14.000000,-331.000000,-1488.000000,787.000000
9.750000,953.000000,0.000000,-264.000000,7.000000,-7.000000,-16.000000,-343.000000,-1480.000000,793.000000
9.800000,952.000000,0.000000,-264.000000,7.000000,-7.000000,-15.000000,-336.000000,-1471.000000,796.000000
9.850000,952.000000,0.000000,-265.000000,8.000000,-6.000000,-15.000000,-325.000000,-1479.000000,801.000000
